Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HST,AST,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,AvgC<2.5,HR,Over2.5
2023-11-11,E0,15:00,Crystal Palace,Everton,A,D,S Barrott,2023/2024,60.0,60.0,4,4,63.16,1.4,47.37,1.2,1.4,1.8,2.51,1.57,0,1
2023-12-02,E0,17:30,Nott'm Forest,Everton,A,D,P Tierney,2023/2024,40.0,40.0,2,3,52.63,1.0,47.37,1.4,1.4,1.6,2.4,1.65,0,0
2023-12-16,E0,17:30,Burnley,Everton,A,A,A Taylor,2023/2024,60.0,20.0,2,6,57.89,0.8,47.37,1.4,2.0,1.4,2.06,1.89,0,0
2023-12-23,E0,15:00,Tottenham,Everton,H,H,S Attwell,2023/2024,100.0,40.0,6,8,84.21,0.8,47.37,1.8,2.0,1.6,1.59,2.49,0,1
2023-12-30,E0,15:00,Wolves,Everton,H,H,T Bramall,2023/2024,60.0,60.0,6,0,63.16,1.4,47.37,1.8,0.6,1.4,2.2,1.75,0,1
2024-01-30,E0,19:45,Fulham,Everton,D,D,T Bramall,2023/2024,60.0,40.0,6,4,63.16,1.0,47.37,2.4,0.6,0.8,2.28,1.72,0,0
2024-02-10,E0,12:30,Man City,Everton,H,D,J Brooks,2023/2024,60.0,40.0,3,1,57.89,1.4,47.37,2.4,1.2,0.6,1.55,2.66,0,0
2024-02-24,E0,15:00,Brighton,Everton,D,D,T Harrington,2023/2024,40.0,40.0,7,3,57.89,1.6,47.37,2.0,1.0,0.4,1.69,2.32,1,0
2024-03-09,E0,12:30,Man United,Everton,H,H,S Hooper,2023/2024,80.0,20.0,8,6,68.42,1.6,47.37,2.2,1.2,0.2,1.78,2.14,0,0
2024-03-30,E0,15:00,Bournemouth,Everton,H,D,S Barrott,2023/2024,60.0,20.0,4,3,63.16,1.4,47.37,1.8,1.6,0.4,1.73,2.26,0,1
2024-04-02,E0,19:30,Newcastle,Everton,D,H,T Harrington,2023/2024,80.0,20.0,6,3,68.42,1.6,47.37,2.8,2.0,0.6,1.74,2.22,0,0
2024-04-15,E0,20:00,Chelsea,Everton,H,H,P Tierney,2023/2024,100.0,40.0,10,2,63.16,2.4,47.37,3.4,2.2,0.6,1.67,2.31,0,1
2024-05-03,E0,20:00,Luton,Everton,D,D,T Robinson,2023/2024,60.0,40.0,5,3,68.42,2.4,47.37,1.4,2.2,0.6,1.76,2.19,0,0
2024-05-19,E0,16:00,Arsenal,Everton,H,D,M Oliver,2023/2024,60.0,60.0,5,2,73.68,2.4,47.37,2.4,0.6,0.8,1.41,3.09,0,1
2022-08-13,E0,15:00,Wolves,Fulham,D,D,J Brooks,2022/2023,0.0,0.0,1,3,26.32,0.0,57.89,0.0,0.0,0.0,2.02,1.88,0,0
2022-08-27,E0,17:30,Arsenal,Fulham,H,D,J Gillett,2022/2023,100.0,50.0,8,3,89.47,1.0,57.89,3.0,1.5,0.5,1.59,2.5,0,1
2022-09-03,E0,15:00,Tottenham,Fulham,H,H,S Attwell,2022/2023,66.67,66.67,10,3,57.89,1.33,57.89,2.33,0.67,0.67,1.65,2.36,0,1
2022-09-16,E0,20:00,Nott'm Forest,Fulham,A,H,J Gillett,2022/2023,50.0,75.0,3,7,36.84,1.5,57.89,1.25,2.0,1.25,1.93,1.95,0,1
2022-10-09,E0,14:00,West Ham,Fulham,H,D,C Kavanagh,2022/2023,20.0,80.0,8,2,36.84,1.8,57.89,1.2,1.2,1.2,1.92,1.98,0,1
2022-10-23,E0,14:00,Leeds,Fulham,A,D,A Taylor,2022/2023,40.0,100.0,5,5,63.16,2.2,57.89,1.2,1.0,1.8,1.63,2.39,0,1
2022-11-05,E0,15:00,Man City,Fulham,H,D,D England,2022/2023,100.0,100.0,5,2,84.21,2.2,57.89,4.2,1.0,1.8,1.38,3.19,1,1
2022-12-26,E0,15:00,Crystal Palace,Fulham,A,A,A Madley,2022/2023,80.0,100.0,0,11,42.11,1.8,57.89,1.2,1.4,2.2,1.99,1.89,2,1
2023-01-03,E0,19:45,Leicester,Fulham,A,A,D Bond,2022/2023,20.0,80.0,6,2,63.16,1.4,57.89,0.4,1.0,1.8,1.76,2.2,0,0
2023-01-15,E0,14:00,Newcastle,Fulham,H,D,R Jones,2022/2023,20.0,60.0,5,0,36.84,1.0,57.89,1.4,0.0,1.6,1.73,2.22,0,0
2023-02-03,E0,20:00,Chelsea,Fulham,D,D,S Attwell,2022/2023,0.0,40.0,3,4,36.84,0.6,57.89,0.6,0.4,1.0,2.17,1.97,0,0
2023-02-18,E0,15:00,Brighton,Fulham,A,D,D England,2022/2023,60.0,20.0,7,2,52.63,0.2,57.89,1.4,1.4,1.0,1.76,2.17,0,0
2023-03-06,E0,20:00,Brentford,Fulham,H,D,A Taylor,2022/2023,60.0,20.0,6,5,47.37,0.8,57.89,2.4,0.8,0.8,2.05,1.84,0,1
2023-04-01,E0,15:00,Bournemouth,Fulham,H,A,P Bankes,2022/2023,40.0,40.0,7,2,47.37,1.2,57.89,1.2,1.4,0.8,2.25,1.74,0,1
2023-04-15,E0,15:00,Everton,Fulham,A,D,A Taylor,2022/2023,20.0,60.0,7,7,42.11,1.2,57.89,0.8,1.2,1.4,2.36,1.66,0,1
2023-04-25,E0,19:45,Aston Villa,Fulham,H,H,T Bramall,2022/2023,40.0,60.0,3,0,57.89,1.4,57.89,2.0,0.0,1.4,2.02,1.91,0,0
2023-05-03,E0,20:00,Liverpool,Fulham,H,H,S Attwell,2022/2023,80.0,60.0,3,3,52.63,1.6,57.89,3.4,1.4,1.2,1.48,2.81,0,0
2023-05-13,E0,15:00,Southampton,Fulham,A,D,T Bramall,2022/2023,40.0,40.0,1,4,47.37,1.0,57.89,0.8,2.4,1.2,1.99,1.91,0,0
2023-05-28,E0,16:30,Man United,Fulham,H,D,R Jones,2022/2023,40.0,40.0,8,3,57.89,1.0,57.89,2.2,0.4,1.2,1.5,2.95,0,1
2023-08-12,E0,15:00,Everton,Fulham,A,D,S Attwell,2023/2024,0.0,0.0,9,2,36.84,0.0,63.16,0.0,1.0,1.0,2.26,1.71,0,0
2023-08-26,E0,15:00,Arsenal,Fulham,D,A,P Tierney,2023/2024,100.0,50.0,11,3,73.68,1.0,63.16,2.0,1.5,1.5,1.54,2.58,0,1
2023-09-02,E0,15:00,Man City,Fulham,H,H,M Oliver,2023/2024,50.0,66.67,5,4,57.89,2.33,63.16,3.0,0.5,1.33,1.47,2.89,0,1
2023-09-23,E0,15:00,Crystal Palace,Fulham,D,D,P Tierney,2023/2024,33.33,50.0,3,5,63.16,1.75,63.16,1.0,1.0,1.0,2.28,1.7,0,0
2023-10-23,E0,20:00,Tottenham,Fulham,H,H,A Taylor,2023/2024,50.0,40.0,5,3,84.21,1.8,63.16,2.0,0.5,0.8,1.59,2.6,0,0
2023-10-29,E0,14:00,Brighton,Fulham,D,H,M Salisbury,2023/2024,80.0,40.0,7,5,57.89,2.0,63.16,2.0,1.6,0.8,1.72,2.29,0,0
2023-11-12,E0,14:00,Aston Villa,Fulham,H,H,S Hooper,2023/2024,100.0,40.0,6,5,78.95,2.2,63.16,3.8,1.0,0.6,1.82,2.19,0,1
2023-12-03,E0,14:00,Liverpool,Fulham,H,D,S Attwell,2023/2024,80.0,40.0,12,5,68.42,2.0,63.16,3.0,0.8,1.0,1.43,3.01,0,1
2023-12-16,E0,15:00,Newcastle,Fulham,H,D,S Barrott,2023/2024,60.0,60.0,10,4,68.42,2.6,63.16,2.6,0.2,1.0,1.84,2.04,0,1
2023-12-26,E0,15:00,Bournemouth,Fulham,H,H,T Robinson,2023/2024,80.0,80.0,4,3,63.16,2.8,63.16,2.0,1.0,1.0,1.79,2.3,0,1
2024-01-13,E0,12:30,Chelsea,Fulham,H,H,A Taylor,2023/2024,60.0,80.0,3,4,63.16,2.8,63.16,2.4,1.4,0.8,1.77,2.16,0,0
2024-02-03,E0,15:00,Burnley,Fulham,D,A,D Bond,2023/2024,40.0,80.0,4,7,57.89,2.6,63.16,1.6,1.4,1.0,2.2,1.76,0,1
2024-02-24,E0,15:00,Man United,Fulham,A,D,M Oliver,2023/2024,100.0,80.0,9,5,68.42,2.0,63.16,1.8,1.8,0.8,1.61,2.48,0,1
2024-03-09,E0,15:00,Wolves,Fulham,H,D,T Harrington,2023/2024,60.0,80.0,3,6,63.16,1.8,63.16,1.8,1.4,1.0,1.95,1.94,0,1
2024-03-30,E0,15:00,Sheffield United,Fulham,D,D,T Robinson,2023/2024,100.0,80.0,4,9,84.21,1.8,63.16,1.0,4.2,1.6,1.79,2.16,0,1
2024-04-02,E0,19:30,Nott'm Forest,Fulham,H,H,M Oliver,2023/2024,40.0,100.0,4,3,52.63,2.2,63.16,1.6,1.2,1.8,1.9,2.0,0,1
2024-04-14,E0,14:00,West Ham,Fulham,A,A,S Attwell,2023/2024,40.0,80.0,4,10,52.63,1.8,63.16,1.6,1.6,1.8,1.78,2.22,0,0
2024-05-04,E0,15:00,Brentford,Fulham,D,D,G Scott,2023/2024,20.0,60.0,3,3,68.42,1.6,63.16,1.0,0.6,1.4,1.66,2.39,0,0
2024-05-19,E0,16:00,Luton,Fulham,A,A,M Donohue,2023/2024,60.0,60.0,6,7,68.42,1.6,63.16,1.4,2.4,2.0,1.5,2.69,0,1
2021-08-14,E0,12:30,Man United,Leeds,H,H,P Tierney,2021/2022,100.0,100.0,8,3,42.11,5.0,68.42,5.0,1.0,1.0,1.75,2.25,0,1
2021-08-29,E0,14:00,Burnley,Leeds,D,D,M Oliver,2021/2022,50.0,50.0,3,2,36.84,3.0,68.42,1.0,1.5,1.0,1.8,2.11,0,0
2021-09-17,E0,20:00,Newcastle,Leeds,D,D,M Dean,2021/2022,66.67,33.33,7,9,47.37,2.33,68.42,1.67,2.33,1.0,1.67,2.34,0,0
2021-10-16,E0,15:00,Southampton,Leeds,H,D,D Coote,2021/2022,0.0,25.0,5,0,42.11,2.0,68.42,0.5,0.5,0.75,1.87,2.11,0,0
2021-10-31,E0,14:00,Norwich,Leeds,A,D,A Taylor,2021/2022,80.0,40.0,3,6,68.42,1.8,68.42,0.6,2.0,1.0,1.9,2.03,0,1
2021-11-21,E0,16:30,Tottenham,Leeds,H,A,A Marriner,2021/2022,80.0,40.0,4,7,68.42,1.2,68.42,1.0,1.6,1.0,1.89,1.99,0,1
2021-11-27,E0,17:30,Brighton,Leeds,D,D,C Pawson,2021/2022,40.0,40.0,4,4,31.58,1.0,68.42,0.8,1.2,0.8,2.1,1.82,0,0
2021-12-11,E0,15:00,Chelsea,Leeds,H,D,C Kavanagh,2021/2022,60.0,60.0,6,5,52.63,1.4,68.42,3.0,1.0,1.0,1.48,2.75,0,1
2021-12-14,E0,20:00,Man City,Leeds,H,H,P Tierney,2021/2022,60.0,80.0,15,3,68.42,2.6,68.42,2.6,0.6,1.0,1.35,3.57,0,1
2022-01-16,E0,14:00,West Ham,Leeds,A,A,M Dean,2021/2022,60.0,80.0,5,5,63.16,2.8,68.42,2.0,1.8,1.2,1.63,2.43,0,1
2022-02-09,E0,20:00,Aston Villa,Leeds,D,H,J Gillett,2021/2022,100.0,80.0,4,8,57.89,3.0,68.42,1.8,2.2,1.6,1.74,2.22,1,1
2022-02-12,E0,15:00,Everton,Leeds,H,H,G Scott,2021/2022,80.0,100.0,10,0,47.37,3.6,68.42,1.6,1.8,1.6,1.75,2.19,0,1
2022-02-23,E0,19:45,Liverpool,Leeds,H,H,M Oliver,2021/2022,80.0,100.0,15,2,57.89,4.2,68.42,3.4,0.4,1.2,1.31,3.75,0,1
2022-03-05,E0,12:30,Leicester,Leeds,H,D,D Coote,2021/2022,40.0,80.0,4,4,63.16,3.0,68.42,1.4,1.2,1.2,1.66,2.41,0,0
2022-03-18,E0,20:00,Wolves,Leeds,A,H,K Friend,2021/2022,60.0,80.0,8,6,47.37,3.0,68.42,1.6,1.4,1.2,2.21,1.75,1,1
2022-04-09,E0,15:00,Watford,Leeds,A,A,A Marriner,2021/2022,80.0,80.0,1,5,68.42,2.4,68.42,0.6,3.0,1.2,1.95,1.97,0,1
2022-04-25,E0,20:00,Crystal Palace,Leeds,D,D,D England,2021/2022,20.0,60.0,7,2,47.37,1.8,68.42,0.8,0.4,1.2,1.94,1.95,0,0
2022-05-08,E0,14:00,Arsenal,Leeds,H,H,C Kavanagh,2021/2022,60.0,60.0,9,2,57.89,1.0,68.42,1.6,1.2,1.4,1.7,2.26,0,1
2022-05-22,E0,16:00,Brentford,Leeds,A,D,P Tierney,2021/2022,40.0,80.0,5,6,47.37,1.0,68.42,1.6,0.4,1.8,1.59,2.52,1,1
2022-08-13,E0,15:00,Southampton,Leeds,D,D,T Harrington,2022/2023,100.0,100.0,4,5,47.37,2.0,68.42,2.0,2.0,2.0,1.73,2.28,0,1
2022-08-27,E0,15:00,Brighton,Leeds,H,D,M Salisbury,2022/2023,0.0,50.0,4,2,52.63,1.5,68.42,0.5,0.0,1.0,1.91,1.99,0,0
2022-09-03,E0,15:00,Brentford,Leeds,H,H,R Jones,2022/2023,66.67,66.67,8,6,47.37,2.67,68.42,3.33,1.0,1.33,1.9,2.06,0,1
2022-10-09,E0,14:00,Crystal Palace,Leeds,H,D,P Tierney,2022/2023,60.0,75.0,5,4,42.11,2.5,68.42,1.4,1.4,1.25,2.12,1.93,0,1
2022-10-20,E0,20:15,Leicester,Leeds,H,H,P Bankes,2022/2023,40.0,60.0,1,2,63.16,2.4,68.42,1.4,0.6,1.0,1.82,2.18,0,0
2022-10-29,E0,19:45,Liverpool,Leeds,A,D,M Oliver,2022/2023,60.0,60.0,10,6,52.63,2.2,68.42,1.6,1.2,1.0,1.38,3.25,0,1
2022-11-12,E0,15:00,Tottenham,Leeds,H,A,M Salisbury,2022/2023,80.0,80.0,8,5,57.89,2.8,68.42,2.8,1.8,1.6,1.68,2.35,0,1
2022-12-31,E0,15:00,Newcastle,Leeds,D,D,S Hooper,2022/2023,40.0,60.0,5,1,36.84,1.8,68.42,2.2,0.2,1.2,1.72,2.26,0,0
2023-01-13,E0,20:00,Aston Villa,Leeds,H,H,M Oliver,2022/2023,80.0,60.0,5,4,57.89,1.8,68.42,2.2,1.2,1.2,1.83,2.08,0,1
2023-02-05,E0,14:00,Nott'm Forest,Leeds,H,H,R Jones,2022/2023,20.0,60.0,2,4,36.84,1.6,68.42,1.4,0.6,1.2,1.95,1.93,0,0
2023-02-08,E0,20:00,Man United,Leeds,D,A,S Hooper,2022/2023,100.0,60.0,7,2,57.89,1.8,68.42,2.4,0.8,1.2,1.75,2.2,0,1
2023-02-18,E0,15:00,Everton,Leeds,H,D,A Madley,2022/2023,60.0,40.0,6,0,42.11,1.2,68.42,1.0,1.6,0.6,2.35,1.68,0,0
2023-03-04,E0,15:00,Chelsea,Leeds,H,D,M Oliver,2022/2023,0.0,40.0,3,2,36.84,1.4,68.42,0.4,0.4,0.6,2.0,1.93,0,0
2023-03-18,E0,15:00,Wolves,Leeds,A,A,M Salisbury,2022/2023,40.0,40.0,8,4,26.32,1.4,68.42,1.4,1.0,1.2,2.28,1.68,1,1
2023-04-01,E0,15:00,Arsenal,Leeds,H,H,D England,2022/2023,100.0,60.0,6,5,89.47,2.0,68.42,3.2,1.4,1.4,1.57,2.68,0,1
2023-04-22,E0,12:30,Fulham,Leeds,H,D,P Bankes,2022/2023,40.0,60.0,5,2,73.68,2.0,68.42,1.0,1.2,1.2,1.99,1.94,0,1
2023-04-30,E0,14:00,Bournemouth,Leeds,H,H,C Kavanagh,2022/2023,60.0,80.0,7,6,47.37,2.6,68.42,1.4,1.6,1.4,2.03,1.91,0,1
2023-05-06,E0,15:00,Man City,Leeds,H,H,A Madley,2022/2023,100.0,100.0,6,2,84.21,2.8,68.42,3.2,0.8,1.6,1.36,3.37,0,1
2023-05-21,E0,13:30,West Ham,Leeds,H,D,P Bankes,2022/2023,80.0,100.0,9,3,36.84,3.0,68.42,1.6,2.0,1.0,1.84,2.06,0,1
2021-08-23,E0,20:00,West Ham,Leicester,H,H,M Oliver,2021/2022,100.0,100.0,7,1,63.16,4.0,63.16,4.0,1.0,1.0,1.84,2.08,0,1
2021-08-28,E0,15:00,Norwich,Leicester,A,D,R Jones,2021/2022,100.0,100.0,4,3,68.42,2.5,63.16,0.5,2.5,1.5,1.96,1.97,0,1
2021-09-19,E0,14:00,Brighton,Leicester,H,H,S Attwell,2021/2022,33.33,100.0,5,3,31.58,2.33,63.16,1.33,1.0,1.33,2.11,1.79,0,1
2021-10-03,E0,14:00,Crystal Palace,Leicester,D,A,A Taylor,2021/2022,50.0,100.0,4,5,47.37,2.25,63.16,1.5,0.75,1.5,2.25,1.73,0,1
2021-10-24,E0,14:00,Brentford,Leicester,A,A,S Hooper,2021/2022,40.0,100.0,5,6,47.37,2.0,63.16,1.2,1.4,1.6,1.95,1.95,0,1
2021-11-07,E0,14:00,Leeds,Leicester,D,D,D England,2021/2022,40.0,80.0,5,3,63.16,1.4,63.16,0.8,1.4,1.6,1.94,2.0,0,0
2021-12-01,E0,19:30,Southampton,Leicester,D,H,R Jones,2021/2022,40.0,80.0,7,6,42.11,1.6,63.16,1.2,1.0,1.6,1.85,2.03,0,1
2021-12-05,E0,16:30,Aston Villa,Leicester,H,D,M Oliver,2021/2022,80.0,80.0,4,5,57.89,1.6,63.16,1.6,2.0,1.6,1.95,1.98,0,1
2021-12-26,E0,15:00,Man City,Leicester,H,H,C Kavanagh,2021/2022,80.0,80.0,9,8,68.42,2.4,63.16,3.8,0.8,1.8,1.31,3.78,0,1
2022-02-10,E0,19:45,Liverpool,Leicester,H,H,C Kavanagh,2021/2022,60.0,60.0,11,1,57.89,2.6,63.16,2.6,0.2,1.4,1.42,3.09,0,0
2022-02-20,E0,16:30,Wolves,Leicester,H,D,C Pawson,2021/2022,40.0,80.0,3,7,47.37,2.8,63.16,1.0,0.8,1.4,2.5,1.61,0,1
2022-03-01,E0,19:45,Burnley,Leicester,A,D,C Kavanagh,2021/2022,0.0,60.0,2,6,36.84,2.4,63.16,0.4,0.8,1.4,2.1,1.81,0,0
2022-03-13,E0,16:30,Arsenal,Leicester,H,H,A Taylor,2021/2022,60.0,40.0,8,3,57.89,2.4,63.16,1.4,0.8,1.2,1.7,2.3,0,0
2022-04-02,E0,17:30,Man United,Leicester,D,D,A Marriner,2021/2022,20.0,20.0,5,3,42.11,1.4,63.16,1.4,0.8,0.8,1.66,2.34,0,0
2022-04-17,E0,14:15,Newcastle,Leicester,H,D,J Gillett,2021/2022,60.0,40.0,7,2,47.37,1.4,63.16,1.8,0.6,1.0,1.98,1.92,0,1
2022-04-20,E0,19:45,Everton,Leicester,D,A,D Coote,2021/2022,0.0,20.0,3,3,47.37,1.2,63.16,0.6,0.6,1.0,2.12,1.85,0,0
2022-05-01,E0,14:00,Tottenham,Leicester,H,H,J Moss,2021/2022,80.0,40.0,7,2,68.42,1.8,63.16,3.2,0.8,0.8,1.62,2.42,0,1
2022-05-15,E0,14:00,Watford,Leicester,A,A,J Gillett,2021/2022,80.0,60.0,5,7,68.42,1.6,63.16,0.6,2.4,1.8,1.9,2.01,0,1
2022-05-19,E0,20:00,Chelsea,Leicester,D,D,S Attwell,2021/2022,60.0,60.0,7,1,52.63,1.6,63.16,1.4,2.2,1.8,1.58,2.48,0,0
2022-08-13,E0,15:00,Arsenal,Leicester,H,H,D England,2022/2023,100.0,100.0,7,2,89.47,4.0,63.16,4.0,2.0,2.0,1.76,2.22,0,1
2022-08-27,E0,15:00,Chelsea,Leicester,H,D,P Tierney,2022/2023,100.0,100.0,3,5,36.84,3.0,63.16,2.0,1.5,1.5,1.69,2.32,1,1
2022-09-04,E0,14:00,Brighton,Leicester,H,D,T Harrington,2022/2023,33.33,100.0,11,4,52.63,3.67,63.16,2.0,0.67,1.67,2.2,1.85,0,1
2022-09-17,E0,17:30,Tottenham,Leicester,H,D,S Hooper,2022/2023,75.0,100.0,11,7,57.89,4.25,63.16,3.25,1.0,1.75,1.68,2.4,0,1
2022-10-08,E0,15:00,Bournemouth,Leicester,H,A,M Salisbury,2022/2023,40.0,100.0,4,5,47.37,3.8,63.16,0.8,0.8,1.6,2.02,1.94,0,1
2022-10-23,E0,14:00,Wolves,Leicester,A,A,M Oliver,2022/2023,40.0,100.0,5,4,26.32,3.0,63.16,0.6,1.6,2.0,2.03,1.88,0,1
2022-11-05,E0,17:30,Everton,Leicester,A,A,D Coote,2022/2023,40.0,80.0,2,8,42.11,2.6,63.16,1.0,0.8,2.2,2.11,1.83,0,0
2022-11-12,E0,15:00,West Ham,Leicester,A,A,J Gillett,2022/2023,40.0,60.0,6,6,36.84,1.6,63.16,1.6,1.0,2.2,1.97,1.92,0,0
2022-12-30,E0,20:00,Liverpool,Leicester,H,H,C Pawson,2022/2023,60.0,60.0,5,2,52.63,0.8,63.16,1.6,0.8,2.0,1.45,2.88,0,1
2023-01-14,E0,15:00,Nott'm Forest,Leicester,H,D,P Tierney,2022/2023,20.0,40.0,5,1,36.84,0.8,63.16,1.4,0.6,1.8,2.4,1.64,0,0
2023-02-04,E0,15:00,Aston Villa,Leicester,A,A,D England,2022/2023,80.0,40.0,4,5,57.89,1.2,63.16,1.8,2.0,1.8,2.03,1.88,0,1
2023-02-19,E0,14:00,Man United,Leicester,H,H,S Attwell,2022/2023,100.0,60.0,8,3,57.89,1.8,63.16,2.4,0.8,1.4,1.63,2.43,0,1
2023-03-04,E0,17:30,Southampton,Leicester,H,H,R Jones,2022/2023,40.0,60.0,5,0,47.37,2.0,63.16,0.6,1.4,1.0,2.13,1.85,0,0
2023-03-18,E0,15:00,Brentford,Leicester,D,H,D Bond,2022/2023,40.0,40.0,2,1,47.37,1.8,63.16,2.0,0.8,1.0,1.85,2.12,1,0
2023-04-01,E0,15:00,Crystal Palace,Leicester,H,D,T Robinson,2022/2023,20.0,60.0,9,2,42.11,1.8,63.16,0.6,0.6,1.2,2.21,1.76,0,1
2023-04-15,E0,17:30,Man City,Leicester,H,H,D England,2022/2023,80.0,60.0,4,4,84.21,2.0,63.16,3.0,0.6,0.6,1.41,3.19,0,1
2023-04-25,E0,20:00,Leeds,Leicester,D,H,P Tierney,2022/2023,80.0,40.0,3,3,63.16,1.6,63.16,1.4,3.0,0.8,1.74,2.3,0,0
2023-05-08,E0,15:00,Fulham,Leicester,H,H,R Jones,2022/2023,80.0,60.0,7,9,73.68,2.4,63.16,1.6,2.0,1.4,2.09,1.86,0,1
2023-05-22,E0,20:00,Newcastle,Leicester,D,D,A Marriner,2022/2023,60.0,60.0,4,1,36.84,2.2,63.16,2.6,1.0,1.2,1.54,2.62,0,0
2021-08-14,E0,17:30,Norwich,Liverpool,A,A,A Marriner,2021/2022,100.0,100.0,3,8,68.42,0.0,68.42,0.0,3.0,3.0,1.61,2.48,0,1
2021-09-12,E0,16:30,Leeds,Liverpool,A,A,C Pawson,2021/2022,100.0,100.0,4,9,63.16,0.0,68.42,1.0,2.5,3.0,1.59,2.53,1,1
2021-09-25,E0,17:30,Brentford,Liverpool,D,D,S Attwell,2021/2022,33.33,100.0,4,6,47.37,1.0,68.42,1.67,1.33,3.0,1.82,2.12,0,1
2021-10-16,E0,12:30,Watford,Liverpool,A,A,J Moss,2021/2022,50.0,100.0,2,8,68.42,0.75,68.42,1.0,2.5,3.5,1.56,2.58,0,1
2021-10-24,E0,16:30,Man United,Liverpool,A,A,A Taylor,2021/2022,60.0,100.0,4,8,42.11,0.6,68.42,2.0,1.8,3.8,1.53,2.6,1,1
2021-11-07,E0,16:30,West Ham,Liverpool,H,D,C Pawson,2021/2022,80.0,100.0,3,5,63.16,1.2,68.42,1.6,1.6,3.6,1.56,2.6,0,1
2021-12-01,E0,20:15,Everton,Liverpool,A,A,P Tierney,2021/2022,40.0,100.0,2,7,47.37,1.4,68.42,1.0,2.0,3.8,1.68,2.33,0,1
2021-12-04,E0,15:00,Wolves,Liverpool,A,D,C Kavanagh,2021/2022,40.0,80.0,1,5,47.37,0.8,68.42,1.0,0.6,3.4,1.7,2.29,0,0
2021-12-19,E0,16:30,Tottenham,Liverpool,D,D,P Tierney,2021/2022,80.0,80.0,5,6,68.42,1.2,68.42,1.8,1.2,2.8,1.69,2.32,0,1
2021-12-28,E0,20:00,Leicester,Liverpool,H,D,M Oliver,2021/2022,60.0,60.0,1,4,63.16,1.4,68.42,1.8,1.4,1.8,1.37,3.36,0,0
2022-01-02,E0,16:30,Chelsea,Liverpool,D,D,A Taylor,2021/2022,40.0,60.0,6,6,52.63,1.2,68.42,1.6,1.4,1.8,1.83,2.11,0,1
2022-01-23,E0,14:00,Crystal Palace,Liverpool,A,A,K Friend,2021/2022,100.0,60.0,5,7,47.37,1.2,68.42,2.2,1.8,1.6,1.84,2.11,0,1
2022-02-13,E0,14:00,Burnley,Liverpool,A,A,M Atkinson,2021/2022,20.0,60.0,5,4,36.84,1.2,68.42,0.8,1.0,1.6,1.5,2.81,0,0
2022-03-12,E0,12:30,Brighton,Liverpool,A,A,M Dean,2021/2022,20.0,40.0,3,9,31.58,0.8,68.42,0.4,1.8,1.6,1.76,2.17,0,0
2022-03-16,E0,20:15,Arsenal,Liverpool,A,D,A Marriner,2021/2022,40.0,40.0,2,3,57.89,0.6,68.42,1.2,0.8,2.0,1.86,2.06,0,0
2022-04-10,E0,16:30,Man City,Liverpool,D,H,A Taylor,2021/2022,60.0,40.0,5,4,68.42,0.6,68.42,2.2,1.2,2.0,1.87,2.07,0,1
2022-04-30,E0,12:30,Newcastle,Liverpool,A,A,A Marriner,2021/2022,40.0,20.0,2,10,47.37,0.4,68.42,1.2,0.6,1.6,1.9,2.04,0,0
2022-05-10,E0,20:00,Aston Villa,Liverpool,A,D,J Moss,2021/2022,60.0,40.0,4,6,57.89,0.6,68.42,1.4,1.4,1.8,1.71,2.27,0,1
2022-05-17,E0,19:45,Southampton,Liverpool,A,D,M Atkinson,2021/2022,80.0,60.0,2,5,42.11,0.8,68.42,0.8,2.4,1.8,1.66,2.4,0,1
2022-08-06,E0,12:30,Fulham,Liverpool,D,H,A Madley,2022/2023,100.0,100.0,3,4,73.68,2.0,68.42,2.0,2.0,2.0,1.51,2.73,0,1
2022-08-22,E0,20:00,Man United,Liverpool,H,H,M Oliver,2022/2023,100.0,100.0,4,5,57.89,2.0,68.42,1.5,1.5,1.5,1.54,2.6,0,1
2022-09-03,E0,12:30,Everton,Liverpool,D,D,A Taylor,2022/2023,0.0,66.67,3,8,42.11,1.33,68.42,0.33,0.67,1.0,1.65,2.56,0,0
2022-10-09,E0,16:30,Arsenal,Liverpool,H,H,M Oliver,2022/2023,100.0,75.0,7,3,89.47,1.75,68.42,2.8,1.4,1.25,1.58,2.51,0,1
2022-10-22,E0,12:30,Nott'm Forest,Liverpool,H,D,P Tierney,2022/2023,40.0,60.0,7,7,36.84,1.6,68.42,1.2,1.8,1.0,1.64,2.37,0,0
2022-11-06,E0,16:30,Tottenham,Liverpool,A,A,A Madley,2022/2023,80.0,60.0,5,6,57.89,1.4,68.42,2.4,1.4,1.0,1.72,2.27,0,1
2022-12-26,E0,17:30,Aston Villa,Liverpool,A,A,P Tierney,2022/2023,60.0,60.0,6,9,57.89,1.2,68.42,1.8,1.2,1.4,1.72,2.29,0,1
2023-01-02,E0,17:30,Brentford,Liverpool,H,H,S Attwell,2022/2023,40.0,80.0,7,6,47.37,1.8,68.42,1.6,0.8,1.6,1.68,2.33,0,1
2023-01-14,E0,15:00,Brighton,Liverpool,H,D,D England,2022/2023,80.0,80.0,9,2,52.63,1.8,68.42,2.0,1.4,1.2,1.62,2.4,0,1
